file,labels
BD/BI_Cr_5/labels/equatorial_alongada/Fag.C.satX400wF(783)(0)C-13.png,equatorial_alongada
BD/BI_Cr_5/labels/polar_circular/Lam.S.triX400wF(2189)(0)B-19.png,polar_circular
BD/BI_Cr_5/labels/polar_tricircular/Eri.E.maniX400wF(5355)(0)A-21.png,polar_tricircular
BD/BI_Cr_5/labels/equatorial_eliptica/Bra.S.albX400wF(2153)(0)D-24.png,equatorial_eliptica
BD/BI_Cr_5/labels/equatorial_circular/Ole.O.euroX400wF(4261)(0)A-26.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_eliptica/Asp.U.marX400wF(5321)(0)E-2.png,equatorial_eliptica
BD/BI_Cr_5/labels/polar_triangular/Fab.C.vilX400wF(2018)(0)C-13.png,polar_triangular
BD/BI_Cr_5/labels/polar_triangular/IMG_3736-79.png,polar_triangular
BD/BI_Cr_5/labels/equatorial_circular/Vit.V.viniX400wF(4979)(0)B-4.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_eliptica/Bra.S.albX400wF(2152)(0)C-2.png,equatorial_eliptica
BD/BI_Cr_5/labels/polar_circular/Lam.T.capX400wF(1029)(0)A-11.png,polar_circular
BD/BI_Cr_5/labels/equatorial_circular/Lam.S.triX400wF(2190)(0)C-6.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_eliptica/Asp.U.marX400wF(5317)(0)A-5.png,equatorial_eliptica
BD/BI_Cr_5/labels/polar_circular/Lam.T.capX400wF(1029)(0)A-26.png,polar_circular
BD/BI_Cr_5/labels/equatorial_circular/Ole.O.euroX400wF(4261)(0)A-30.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_alongada/Fag.C.satX400wF(782)(0)B-5.png,equatorial_alongada
BD/BI_Cr_5/labels/equatorial_circular/Lam.S.triX400wF(2191)(0)D-26.png,equatorial_circular
BD/BI_Cr_5/labels/polar_circular/Lam.S.triX400wF(2191)(0)D-17.png,polar_circular
BD/BI_Cr_5/labels/equatorial_circular/Ole.O.euroX400wF(4262)(0)B-23.png,equatorial_circular
BD/BI_Cr_5/labels/equatorial_circular/Lam.S.thyX400wF(943)(990)C-5.png,equatorial_circular
BD/BI_Cr_5/labels/polar_circular/x40 f (2)-3.png,polar_circular
BD/BI_Cr_5/labels/polar_circular/Lam.O.micX400wF(887)(0)D-6.png,polar_circular
