Unnamed: 0,file,y_true,y_pred,confidence,true_label,predicted_label,status
63,ceratonia/Fab.C.silX400wF(481)(0)G-12.png,3,6,0.8563739,ceratonia,eucalyptus,Incorrect
270,origanum/Lam.O.micX400wF(884)(0)A-2.png,10,3,0.64021885,origanum,ceratonia,Incorrect
330,satureja/Lam.S.thyX400wF(947)(0)H-4.png,15,3,0.6202759,satureja,ceratonia,Incorrect
377,vitis/Vit.V.viniX400wF(4978)(0)A-24.png,19,6,0.49878654,vitis,eucalyptus,Incorrect
393,vitis/Vit.V.viniX400wF(4983)(0)F-24.png,19,3,0.6919724,vitis,ceratonia,Incorrect
395,vitis/Vit.V.viniX400wF(4984)(0)G-18.png,19,3,0.7996295,vitis,ceratonia,Incorrect
289,oxalis/Oxa.O.pes.cX400wF(1738)(0)F-9.png,11,1,0.91221,oxalis,calicotome,Incorrect
364,thymbra/x40 f (7)-4.png,17,14,0.6244289,thymbra,salvia,Incorrect
10,calicotome/Fab.C.vilX400wF(2018)(0)C-18.png,1,11,0.9703461,calicotome,oxalis,Incorrect
250,olea/Ole.O.euroX400wF(4266)(0)F-121.png,9,16,0.5954878,olea,sinapis,Incorrect
270,origanum/Lam.O.micX400wF(884)(0)A-9.png,10,3,0.99861884,origanum,ceratonia,Incorrect
85,eucalyptus/Myr.E.camaX400wF(1866)(0)A-8.png,6,8,0.78572667,eucalyptus,myrtus,Incorrect
89,eucalyptus/Myr.E.camaX400wF(1869)(0)D-1.png,6,5,0.9993513,eucalyptus,erica,Incorrect
310,salvia/Lam.S.triX400wF(2190)(0)C-8.png,14,5,0.660842,salvia,erica,Incorrect
61,ceratonia/Fab.C.silX400wF(480)(0)F-7.png,3,9,0.9441881,ceratonia,olea,Incorrect
62,ceratonia/Fab.C.silX400wF(481)(0)G-11.png,3,1,0.9470163,ceratonia,calicotome,Incorrect
63,ceratonia/Fab.C.silX400wF(481)(0)G-13.png,3,9,0.58045775,ceratonia,olea,Incorrect
87,eucalyptus/Myr.E.camaX400wF(1870)(0)E-7.png,6,19,0.47958377,eucalyptus,vitis,Incorrect
102,ferula/Api.F.comX400wF(2135)(0)A-7.png,7,1,0.7788428,ferula,calicotome,Incorrect
333,sinapis/Bra.S.albX400wF(2152)(0)C-12.png,16,9,0.8424945,sinapis,olea,Incorrect
335,sinapis/Bra.S.albX400wF(2152)(0)C-2.png,16,9,0.9693164,sinapis,olea,Incorrect
384,vitis/Vit.V.viniX400wF(4981)(0)D-38.png,19,1,0.59357405,vitis,calicotome,Incorrect
63,ceratonia/Fab.C.silX400wF(481)(0)G-4.png,3,19,0.84481984,ceratonia,vitis,Incorrect
85,eucalyptus/Myr.E.camaX400wF(1866)(0)A-1.png,6,1,0.5640548,eucalyptus,calicotome,Incorrect
268,origanum/Lam.O.micX400wF(884)(0)A-1.png,10,3,0.89916915,origanum,ceratonia,Incorrect
281,origanum/Lam.O.micX400wF(889)(0)F-21.png,10,6,0.7543207,origanum,eucalyptus,Incorrect
283,origanum/Lam.O.micX400wF(889)(0)F-47.png,10,9,0.68522483,origanum,olea,Incorrect
323,satureja/Lam.S.thyX400wF(941)(937)A-4.png,15,10,0.89346945,satureja,origanum,Incorrect
327,satureja/Lam.S.thyX400wF(944)(940)E-19.png,15,17,0.9955509,satureja,thymbra,Incorrect
3,calicotome/Fab.C.vilX400wF(2016)(0)A-21.png,1,19,0.9811597,calicotome,vitis,Incorrect
63,ceratonia/Fab.C.silX400wF(479)(0)E-15.png,3,6,0.99763787,ceratonia,eucalyptus,Incorrect
89,eucalyptus/Myr.E.camaX400wF(1871)(0)F-9.png,6,10,0.6502495,eucalyptus,origanum,Incorrect
216,olea/Ole.O.euroX400wF(4263)(0)C-76.png,9,16,0.64716166,olea,sinapis,Incorrect
219,olea/Ole.O.euroX400wF(4263)(0)C-97.png,9,8,0.8550513,olea,myrtus,Incorrect
245,olea/Ole.O.euroX400wF(4265)(0)E-208.png,9,6,0.77930605,olea,eucalyptus,Incorrect
254,olea/Ole.O.euroX400wF(4266)(0)F-136.png,9,1,0.996372,olea,calicotome,Incorrect
309,salvia/Lam.S.triX400wF(2189)(0)B-28.png,14,3,0.6843789,salvia,ceratonia,Incorrect
324,satureja/Lam.S.thyX400wF(942)(935)B-2.png,15,10,0.9745443,satureja,origanum,Incorrect
