Unnamed: 0,file,y_true,y_pred,confidence,true_label,predicted_label,status
148,ochroma pyramidale/ochroma (14).jpg,43,38,0.22319469,ochroma pyramidale,mimosa_ditans,Incorrect
162,paullinia_spicata/paullinia (2).jpg,47,57,0.43335205,paullinia_spicata,serjania_hebecarpa,Incorrect
163,paullinia_spicata/paullinia (20).jpg,47,57,0.48562473,paullinia_spicata,serjania_hebecarpa,Incorrect
172,poaceae_sp/poaceae_sp (34).jpg,49,72,0.9766258,poaceae_sp,zea_mays,Incorrect
185,schinus_sp/schinus_sp (32).jpg,53,24,0.9353184,schinus_sp,faramea_sp,Incorrect
201,serjania_laruotteana/serjania_laruotteana (10).jpg,58,56,0.83797723,serjania_laruotteana,serjania_erecta,Incorrect
203,serjania_laruotteana/serjania_laruotteana (6).jpg,58,56,0.67814124,serjania_laruotteana,serjania_erecta,Incorrect
224,tabebuia_chysotricha/tabebuia_chysotricha (30).jpg,64,65,0.98863995,tabebuia_chysotricha,tabebuia_rosealba,Incorrect
68,dianella_tasmanica/dianella_ (34).jpg,19,0,0.97746974,dianella_tasmanica,acrocomia_aculeta,Incorrect
171,poaceae_sp/poaceae_sp (17).jpg,49,59,0.86598617,poaceae_sp,serjania_sp,Incorrect
228,tabebuia_rosealba/tabebuia_rosealba (8).jpg,65,64,0.93166494,tabebuia_rosealba,tabebuia_chysotricha,Incorrect
170,poaceae_sp/poaceae_sp (16).jpg,49,50,0.94744897,poaceae_sp,protium_heptaphyllum,Incorrect
226,tabebuia_rosealba/tabebuia_rosealba (3).jpg,65,64,0.99995744,tabebuia_rosealba,tabebuia_chysotricha,Incorrect
228,tabebuia_rosealba/tabebuia_rosealba (7).jpg,65,64,0.98465085,tabebuia_rosealba,tabebuia_chysotricha,Incorrect
24,bacopa_australis/bacopa_australis (35).jpg,6,8,0.5533276,bacopa_australis,caesalpinia_peltophoroides,Incorrect
194,serjania_erecta/serjania (14).jpg,56,47,0.8040555,serjania_erecta,paullinia_spicata,Incorrect
242,trembleya_phlogiformis/trembleya_phlogiformis (8).jpg,69,71,0.53777295,trembleya_phlogiformis,vochysia_divergens,Incorrect
36,cecropia_pachystachya/cecropia_pachystachya (31).jpg,10,38,0.96913874,cecropia_pachystachya,mimosa_ditans,Incorrect
37,cecropia_pachystachya/cecropia_pachystachya (33).jpg,10,38,0.99999523,cecropia_pachystachya,mimosa_ditans,Incorrect
124,matayba_guianensis/matayba_guianensis (19).jpg,36,23,0.9972783,matayba_guianensis,eucalyptus_sp,Incorrect
225,tabebuia_rosealba/tabebuia_rosealba (17).jpg,65,64,0.76503557,tabebuia_rosealba,tabebuia_chysotricha,Incorrect
